               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.023145,           0.0096855,            0.013376,             0.99929,                   1,               0.995,             0.85353,           0.0075758,           0.0022416,          0.00098149,            0.006931,            0.006931,            0.006931
                 157,            0.022529,            0.008916,            0.011705,             0.99885,                   1,               0.995,             0.86421,           0.0077586,           0.0022318,           0.0017175,           0.0069112,           0.0069112,           0.0069112
                 158,            0.024232,           0.0092654,           0.0093869,             0.97597,             0.97643,             0.98709,             0.83138,           0.0088008,           0.0022246,           0.0017104,           0.0068914,           0.0068914,           0.0068914
                 159,            0.023275,           0.0093312,            0.010015,             0.97675,             0.97692,             0.98407,              0.8264,           0.0093249,           0.0022256,           0.0017984,           0.0068716,           0.0068716,           0.0068716
                 160,             0.02221,           0.0091329,           0.0098027,             0.96734,             0.97518,             0.99113,             0.83208,           0.0089493,           0.0023896,           0.0016201,           0.0068518,           0.0068518,           0.0068518
                 161,            0.021913,            0.009577,           0.0084357,             0.99423,                   1,               0.995,             0.84875,           0.0064677,           0.0021894,           0.0032316,            0.006832,            0.006832,            0.006832
                 162,            0.021497,           0.0093612,           0.0097407,             0.96162,             0.98128,              0.9927,             0.85757,           0.0081733,           0.0021425,            0.002749,           0.0068122,           0.0068122,           0.0068122
                 163,            0.021434,           0.0091188,           0.0096449,             0.98479,             0.97107,             0.99449,             0.86087,           0.0071665,           0.0021705,            0.001647,           0.0067924,           0.0067924,           0.0067924
                 164,            0.022219,            0.008788,           0.0083581,             0.94928,             0.94543,             0.98756,             0.82628,           0.0086089,           0.0023472,           0.0037183,           0.0067726,           0.0067726,           0.0067726
                 165,            0.023807,           0.0097879,            0.011268,             0.99192,             0.99946,               0.995,             0.86729,            0.008361,            0.002108,          0.00082734,           0.0067528,           0.0067528,           0.0067528
                 166,            0.021825,           0.0087792,            0.010899,             0.99062,             0.99935,               0.995,             0.86365,            0.008637,           0.0022416,           0.0009725,            0.006733,            0.006733,            0.006733
                 167,            0.024611,           0.0097755,            0.011447,             0.98579,             0.98883,               0.995,             0.86012,           0.0069393,           0.0022361,            0.001295,           0.0067132,           0.0067132,           0.0067132
                 168,            0.023438,           0.0091484,           0.0098474,             0.98078,             0.98875,               0.995,              0.8643,           0.0067895,           0.0023195,           0.0013576,           0.0066934,           0.0066934,           0.0066934
                 169,            0.021137,           0.0087456,           0.0092021,             0.99906,                   1,               0.995,             0.84897,           0.0097493,           0.0023161,          0.00085274,           0.0066736,           0.0066736,           0.0066736
                 170,            0.024998,           0.0087857,           0.0093456,             0.99942,                   1,               0.995,             0.83589,           0.0082271,           0.0024235,          0.00086427,           0.0066538,           0.0066538,           0.0066538
                 171,            0.022656,           0.0096092,           0.0084202,             0.99789,             0.99666,               0.995,             0.85839,           0.0073408,           0.0021643,           0.0009137,            0.006634,            0.006634,            0.006634
                 172,            0.021633,           0.0090797,            0.011352,             0.99673,             0.99951,               0.995,             0.85484,            0.007037,            0.002262,          0.00089429,           0.0066142,           0.0066142,           0.0066142
                 173,            0.022191,           0.0089024,           0.0075065,             0.99906,                   1,               0.995,             0.85814,           0.0073178,           0.0021712,          0.00073317,           0.0065944,           0.0065944,           0.0065944
                 174,            0.022984,           0.0090943,           0.0084321,             0.99884,             0.99615,               0.995,             0.85327,           0.0072439,             0.00226,          0.00069715,           0.0065746,           0.0065746,           0.0065746
                 175,            0.024367,           0.0091365,           0.0074085,             0.99438,             0.99615,               0.995,             0.86403,           0.0088678,            0.002251,          0.00086779,           0.0065548,           0.0065548,           0.0065548
                 176,             0.02274,           0.0093441,           0.0076391,              0.9756,             0.97692,             0.99267,              0.8511,           0.0073629,            0.002262,           0.0015116,            0.006535,            0.006535,            0.006535
                 177,            0.021003,           0.0086511,            0.006134,             0.97891,             0.99179,             0.99489,             0.86602,           0.0069419,           0.0022109,           0.0012276,           0.0065152,           0.0065152,           0.0065152
                 178,            0.022876,           0.0090203,           0.0068663,             0.99792,                   1,               0.995,             0.88073,             0.00742,           0.0020412,          0.00079341,           0.0064954,           0.0064954,           0.0064954
                 179,            0.022275,           0.0089273,           0.0089811,              0.9985,             0.99991,               0.995,             0.88337,           0.0069305,           0.0020327,          0.00074971,           0.0064756,           0.0064756,           0.0064756
                 180,            0.019557,           0.0084827,           0.0074493,              0.9682,             0.97388,             0.99481,             0.84959,           0.0076473,           0.0023184,           0.0014757,           0.0064558,           0.0064558,           0.0064558
                 181,            0.021749,           0.0088474,            0.010521,             0.96178,                   1,             0.99327,               0.846,           0.0069394,           0.0024533,          0.00098844,            0.006436,            0.006436,            0.006436
                 182,            0.020222,           0.0090679,            0.010068,             0.98051,              0.9712,             0.99346,             0.85496,           0.0075436,           0.0023798,          0.00083001,           0.0064162,           0.0064162,           0.0064162
                 183,            0.021529,           0.0091523,           0.0076405,             0.94961,             0.98087,             0.98407,             0.81948,           0.0086301,           0.0027676,           0.0014312,           0.0063964,           0.0063964,           0.0063964
                 184,             0.02321,           0.0090957,           0.0085561,             0.99654,             0.98272,              0.9947,             0.87527,           0.0061671,           0.0021169,          0.00065516,           0.0063766,           0.0063766,           0.0063766
                 185,            0.023478,           0.0092708,           0.0081956,             0.99905,                   1,               0.995,             0.84125,           0.0085326,           0.0022241,          0.00073473,           0.0063568,           0.0063568,           0.0063568
                 186,            0.022816,           0.0088108,           0.0064501,             0.99923,                   1,               0.995,             0.85238,           0.0081399,           0.0021192,          0.00062239,            0.006337,            0.006337,            0.006337
                 187,             0.02303,           0.0091696,           0.0087171,             0.99892,                   1,               0.995,             0.87298,           0.0064577,           0.0021032,          0.00056187,           0.0063172,           0.0063172,           0.0063172
                 188,             0.02369,           0.0087978,           0.0089603,             0.99303,             0.99825,             0.99496,             0.88736,           0.0070942,           0.0021404,          0.00083634,           0.0062974,           0.0062974,           0.0062974
                 189,            0.021536,           0.0093476,           0.0057807,             0.99804,                   1,               0.995,              0.8704,           0.0063506,           0.0021106,          0.00068252,           0.0062776,           0.0062776,           0.0062776
                 190,             0.02316,           0.0090463,           0.0065758,             0.99809,                   1,               0.995,             0.85376,           0.0072737,           0.0020599,          0.00075246,           0.0062578,           0.0062578,           0.0062578
                 191,            0.022825,           0.0088395,           0.0078741,             0.99927,                   1,               0.995,             0.87339,           0.0060431,           0.0020781,          0.00069489,            0.006238,            0.006238,            0.006238
                 192,            0.022437,            0.009131,           0.0065236,             0.99916,                   1,               0.995,             0.87913,           0.0066962,           0.0020652,          0.00086931,           0.0062182,           0.0062182,           0.0062182
                 193,            0.020962,           0.0083564,           0.0064349,             0.99886,                   1,               0.995,             0.85331,           0.0096392,           0.0020972,          0.00085008,           0.0061984,           0.0061984,           0.0061984
                 194,            0.019321,           0.0081428,           0.0076877,             0.99904,                   1,               0.995,             0.88613,           0.0074284,            0.002069,          0.00073828,           0.0061786,           0.0061786,           0.0061786
                 195,            0.020318,           0.0091727,           0.0066714,             0.94254,             0.99712,               0.995,             0.86747,           0.0073126,           0.0021036,            0.001999,           0.0061588,           0.0061588,           0.0061588
                 196,            0.021306,           0.0090683,           0.0075531,             0.93597,             0.99761,               0.995,             0.87193,           0.0064806,           0.0021241,           0.0020562,            0.006139,            0.006139,            0.006139
                 197,            0.019905,           0.0087257,           0.0072964,             0.99685,             0.99472,               0.995,             0.85581,            0.007764,           0.0022011,           0.0007501,           0.0061192,           0.0061192,           0.0061192
                 198,            0.021828,           0.0085111,           0.0069928,             0.97593,             0.99939,               0.995,             0.86902,           0.0063909,           0.0020794,          0.00090001,           0.0060994,           0.0060994,           0.0060994
                 199,            0.022521,           0.0089205,           0.0086431,             0.98166,              0.9972,               0.995,             0.88836,           0.0066513,           0.0020329,          0.00078968,           0.0060796,           0.0060796,           0.0060796
                 200,             0.02143,           0.0088374,           0.0095467,               0.966,             0.99358,             0.99466,             0.88725,           0.0065344,            0.002054,          0.00092691,           0.0060598,           0.0060598,           0.0060598
                 201,            0.021143,           0.0092184,            0.006721,             0.99945,                   1,               0.995,             0.87696,           0.0082893,           0.0021364,          0.00051387,             0.00604,             0.00604,             0.00604
                 202,            0.019928,           0.0085438,           0.0096815,             0.99691,             0.99662,               0.995,             0.88996,           0.0067066,             0.00201,           0.0006205,           0.0060202,           0.0060202,           0.0060202
                 203,            0.021599,           0.0085836,           0.0087339,             0.99334,             0.99964,               0.995,             0.88219,           0.0066703,           0.0021056,          0.00059815,           0.0060004,           0.0060004,           0.0060004
                 204,            0.020992,           0.0084803,           0.0086451,             0.99862,             0.99981,               0.995,             0.87401,           0.0062917,           0.0021134,          0.00057457,           0.0059806,           0.0059806,           0.0059806
                 205,            0.019832,           0.0090545,           0.0064688,             0.99837,             0.99672,               0.995,             0.88297,           0.0061089,           0.0020674,          0.00062781,           0.0059608,           0.0059608,           0.0059608
                 206,            0.018288,           0.0089769,           0.0052291,             0.99928,                   1,               0.995,                0.87,           0.0077277,           0.0020874,          0.00053955,            0.005941,            0.005941,            0.005941
                 207,            0.022459,           0.0088917,           0.0090889,             0.99942,                   1,               0.995,             0.87651,            0.007187,           0.0022364,          0.00053851,           0.0059212,           0.0059212,           0.0059212
                 208,             0.02055,           0.0086575,           0.0064924,              0.9993,                   1,               0.995,             0.87273,           0.0076336,           0.0023478,          0.00055085,           0.0059014,           0.0059014,           0.0059014
                 209,             0.02165,           0.0087185,           0.0098162,             0.99889,                   1,               0.995,             0.87281,           0.0068208,           0.0021381,            0.000592,           0.0058816,           0.0058816,           0.0058816
                 210,            0.018501,           0.0087786,           0.0075898,             0.99909,                   1,               0.995,             0.87309,           0.0069432,           0.0020987,          0.00052651,           0.0058618,           0.0058618,           0.0058618
                 211,            0.021207,           0.0091825,           0.0074444,             0.99916,                   1,               0.995,             0.86697,           0.0072528,           0.0021036,          0.00051297,            0.005842,            0.005842,            0.005842
                 212,            0.017782,           0.0085451,           0.0087355,              0.9994,                   1,               0.995,             0.87619,            0.006849,           0.0020168,          0.00052007,           0.0058222,           0.0058222,           0.0058222
                 213,            0.021593,            0.008636,            0.010527,             0.99948,                   1,               0.995,             0.87122,           0.0080219,           0.0021242,          0.00052207,           0.0058024,           0.0058024,           0.0058024
                 214,            0.020465,           0.0088482,           0.0078107,             0.99917,                   1,               0.995,             0.88374,           0.0070412,           0.0020049,          0.00054291,           0.0057826,           0.0057826,           0.0057826
                 215,            0.020409,           0.0085237,           0.0077014,             0.99921,                   1,               0.995,             0.88463,           0.0062632,           0.0020184,          0.00051396,           0.0057628,           0.0057628,           0.0057628
                 216,            0.021003,           0.0088641,           0.0058159,             0.99951,                   1,               0.995,             0.87661,           0.0066122,           0.0020667,           0.0005417,            0.005743,            0.005743,            0.005743
                 217,            0.020181,           0.0080132,           0.0067016,             0.99719,                   1,               0.995,              0.8773,           0.0060882,            0.002094,          0.00095356,           0.0057232,           0.0057232,           0.0057232
                 218,            0.019378,           0.0085068,            0.006773,             0.99939,                   1,               0.995,             0.88188,            0.007041,           0.0020824,          0.00054243,           0.0057034,           0.0057034,           0.0057034
                 219,            0.021491,           0.0080394,            0.010048,             0.99379,             0.99968,               0.995,             0.87817,           0.0065176,           0.0021176,          0.00058495,           0.0056836,           0.0056836,           0.0056836
                 220,            0.019345,            0.008753,            0.007135,             0.99322,             0.99961,               0.995,             0.89019,           0.0063626,           0.0020786,          0.00061339,           0.0056638,           0.0056638,           0.0056638
                 221,            0.020439,           0.0085043,           0.0061667,             0.99939,                   1,               0.995,             0.86934,           0.0066837,           0.0022243,           0.0005072,            0.005644,            0.005644,            0.005644
                 222,            0.021377,           0.0088573,           0.0053956,             0.99943,                   1,               0.995,             0.89457,           0.0063031,           0.0020647,          0.00049533,           0.0056242,           0.0056242,           0.0056242
                 223,            0.021668,           0.0084934,           0.0070843,             0.99631,                   1,               0.995,             0.88343,           0.0070778,           0.0021156,          0.00062592,           0.0056044,           0.0056044,           0.0056044
                 224,            0.021578,           0.0090051,            0.004757,             0.99838,                   1,               0.995,             0.88874,           0.0066411,            0.001972,          0.00053776,           0.0055846,           0.0055846,           0.0055846
                 225,            0.020718,           0.0088165,           0.0070675,             0.99921,                   1,               0.995,             0.88097,           0.0062049,           0.0019779,          0.00049255,           0.0055648,           0.0055648,           0.0055648
                 226,            0.020322,           0.0088906,           0.0080019,             0.99934,                   1,               0.995,             0.88622,           0.0067228,           0.0019543,          0.00051995,            0.005545,            0.005545,            0.005545
                 227,            0.018971,           0.0082568,           0.0045352,             0.99946,                   1,               0.995,             0.88307,           0.0059049,           0.0019543,          0.00059845,           0.0055252,           0.0055252,           0.0055252
                 228,            0.020116,           0.0087452,           0.0073506,             0.99823,                   1,               0.995,             0.88689,           0.0061452,           0.0020112,          0.00063254,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020023,           0.0088541,            0.006898,             0.99797,                   1,               0.995,             0.89601,           0.0060002,           0.0019412,          0.00062603,           0.0054856,           0.0054856,           0.0054856
                 230,            0.019067,           0.0084387,           0.0051027,             0.99761,             0.99991,               0.995,             0.88937,            0.006366,           0.0020058,           0.0007576,           0.0054658,           0.0054658,           0.0054658
                 231,            0.018655,           0.0088658,           0.0043807,             0.99941,                   1,               0.995,             0.88379,           0.0071375,           0.0020791,          0.00064274,            0.005446,            0.005446,            0.005446
                 232,            0.020441,           0.0082217,           0.0063551,             0.99908,                   1,               0.995,             0.89468,           0.0062934,           0.0019575,          0.00051077,           0.0054262,           0.0054262,           0.0054262
                 233,            0.019109,            0.008793,           0.0063961,             0.99903,                   1,               0.995,             0.88157,           0.0058589,           0.0022113,          0.00053291,           0.0054064,           0.0054064,           0.0054064
                 234,            0.018565,           0.0091479,           0.0063778,             0.99949,                   1,               0.995,             0.88694,           0.0066742,           0.0021354,          0.00050137,           0.0053866,           0.0053866,           0.0053866
                 235,            0.017712,           0.0078501,           0.0040256,             0.99921,                   1,               0.995,             0.89931,           0.0057662,           0.0019701,           0.0004984,           0.0053668,           0.0053668,           0.0053668
                 236,            0.018715,           0.0082133,           0.0028607,             0.99934,                   1,               0.995,             0.90057,           0.0057748,           0.0019829,          0.00052502,            0.005347,            0.005347,            0.005347
                 237,            0.021583,           0.0080114,           0.0081536,             0.99871,                   1,               0.995,             0.87515,           0.0059218,           0.0021019,          0.00056752,           0.0053272,           0.0053272,           0.0053272
                 238,            0.019785,           0.0090698,           0.0043366,             0.99895,                   1,               0.995,             0.88809,           0.0058899,           0.0020254,          0.00051829,           0.0053074,           0.0053074,           0.0053074
                 239,             0.01837,           0.0085597,           0.0097032,             0.99944,                   1,               0.995,             0.89895,           0.0077216,           0.0019942,          0.00051234,           0.0052876,           0.0052876,           0.0052876
                 240,            0.019454,           0.0086896,           0.0063517,             0.99769,             0.99944,               0.995,             0.89196,           0.0055788,           0.0020013,          0.00064894,           0.0052678,           0.0052678,           0.0052678
                 241,            0.018992,           0.0077636,           0.0091259,             0.99867,             0.99994,               0.995,             0.87507,           0.0072921,            0.002042,          0.00064581,            0.005248,            0.005248,            0.005248
                 242,            0.018674,           0.0083309,           0.0051711,             0.99864,                   1,               0.995,             0.88665,           0.0061224,           0.0020262,          0.00060294,           0.0052282,           0.0052282,           0.0052282
                 243,            0.020312,           0.0090358,           0.0085759,             0.99878,                   1,               0.995,             0.88234,           0.0055443,           0.0020035,          0.00059439,           0.0052084,           0.0052084,           0.0052084
                 244,            0.018619,           0.0084414,           0.0065809,             0.99936,                   1,               0.995,             0.88857,           0.0058248,           0.0019112,          0.00052574,           0.0051886,           0.0051886,           0.0051886
                 245,            0.017581,           0.0082094,           0.0084426,              0.9991,                   1,               0.995,             0.88479,           0.0058447,            0.002004,          0.00050199,           0.0051688,           0.0051688,           0.0051688
                 246,            0.019731,           0.0084584,           0.0055487,             0.99943,                   1,               0.995,             0.88073,           0.0055117,           0.0019676,          0.00053767,            0.005149,            0.005149,            0.005149
                 247,            0.018134,           0.0078227,           0.0070117,             0.99764,             0.99952,               0.995,              0.8962,            0.005426,           0.0019165,          0.00053872,           0.0051292,           0.0051292,           0.0051292
                 248,            0.017992,            0.008746,           0.0049488,             0.99911,                   1,               0.995,             0.88759,           0.0060934,           0.0020426,          0.00055329,           0.0051094,           0.0051094,           0.0051094
                 249,            0.017635,           0.0080769,           0.0051468,             0.99903,                   1,               0.995,             0.88142,           0.0069534,           0.0020694,          0.00056077,           0.0050896,           0.0050896,           0.0050896
                 250,            0.020345,           0.0089784,           0.0056416,             0.99919,                   1,               0.995,             0.88674,           0.0065951,            0.002049,          0.00050745,           0.0050698,           0.0050698,           0.0050698
                 251,            0.018125,           0.0078588,            0.005203,             0.99932,                   1,               0.995,             0.88976,           0.0067127,           0.0019492,          0.00049342,             0.00505,             0.00505,             0.00505
                 252,            0.020142,           0.0083148,           0.0072343,             0.99953,                   1,               0.995,             0.89232,           0.0059065,           0.0019354,          0.00049905,           0.0050302,           0.0050302,           0.0050302
                 253,            0.018883,           0.0078535,            0.007134,             0.99948,                   1,               0.995,             0.90175,           0.0057279,           0.0018728,          0.00051269,           0.0050104,           0.0050104,           0.0050104
                 254,             0.01835,           0.0083491,           0.0068388,             0.99939,                   1,               0.995,              0.8984,           0.0059146,           0.0019268,           0.0005456,           0.0049906,           0.0049906,           0.0049906
                 255,            0.019359,           0.0083619,           0.0099395,             0.99909,                   1,               0.995,             0.89424,           0.0063765,           0.0020374,          0.00065844,           0.0049708,           0.0049708,           0.0049708
                 256,            0.016921,           0.0077112,           0.0078576,             0.99945,                   1,               0.995,             0.89993,            0.006392,           0.0020537,          0.00056615,            0.004951,            0.004951,            0.004951
                 257,             0.01817,           0.0085576,           0.0062889,             0.99896,                   1,               0.995,             0.89928,           0.0062491,           0.0019765,          0.00054152,           0.0049312,           0.0049312,           0.0049312
                 258,            0.019475,            0.008707,           0.0081683,             0.99925,                   1,               0.995,             0.89626,           0.0063945,           0.0019401,          0.00052649,           0.0049114,           0.0049114,           0.0049114
                 259,            0.019303,           0.0080282,           0.0065039,             0.99902,                   1,               0.995,             0.88267,            0.006437,           0.0020243,          0.00049815,           0.0048916,           0.0048916,           0.0048916
                 260,            0.019378,           0.0080255,           0.0045788,             0.99758,              0.9965,               0.995,             0.89984,           0.0070531,           0.0020469,          0.00057812,           0.0048718,           0.0048718,           0.0048718
                 261,            0.019399,           0.0082356,           0.0054837,             0.99741,             0.99657,               0.995,             0.89382,             0.00708,           0.0019556,          0.00056822,            0.004852,            0.004852,            0.004852
                 262,            0.018493,           0.0078238,           0.0059762,             0.99937,                   1,               0.995,             0.89779,           0.0068295,           0.0019834,          0.00049487,           0.0048322,           0.0048322,           0.0048322
                 263,            0.018465,           0.0083178,           0.0065247,             0.99922,                   1,               0.995,             0.90298,           0.0057258,           0.0018755,          0.00050579,           0.0048124,           0.0048124,           0.0048124
                 264,            0.017585,           0.0080389,           0.0051507,             0.99944,                   1,               0.995,             0.90099,            0.005819,           0.0020123,          0.00052966,           0.0047926,           0.0047926,           0.0047926
                 265,            0.018288,           0.0084952,           0.0042777,             0.99865,                   1,               0.995,             0.90735,           0.0057728,           0.0019152,          0.00054687,           0.0047728,           0.0047728,           0.0047728
                 266,            0.018468,           0.0082555,           0.0034388,             0.99896,                   1,               0.995,             0.90326,           0.0059724,            0.001906,          0.00049792,            0.004753,            0.004753,            0.004753
                 267,            0.017917,           0.0080728,           0.0042885,             0.99897,                   1,               0.995,             0.89809,           0.0064003,           0.0019087,          0.00051454,           0.0047332,           0.0047332,           0.0047332
                 268,            0.018975,            0.008441,           0.0046117,             0.99926,                   1,               0.995,             0.89627,           0.0056585,            0.001896,          0.00051038,           0.0047134,           0.0047134,           0.0047134
                 269,            0.018735,           0.0077548,           0.0057543,              0.9993,                   1,               0.995,             0.89713,            0.005841,           0.0018673,           0.0004989,           0.0046936,           0.0046936,           0.0046936
                 270,            0.017293,           0.0083968,           0.0037692,             0.99915,             0.99998,               0.995,             0.87743,           0.0055712,           0.0020442,          0.00058159,           0.0046738,           0.0046738,           0.0046738
                 271,            0.016751,            0.008108,           0.0045507,             0.99924,                   1,               0.995,             0.87999,           0.0058177,           0.0021523,          0.00060347,            0.004654,            0.004654,            0.004654
                 272,            0.017332,           0.0082488,           0.0078186,             0.98924,                   1,               0.995,             0.88664,           0.0055631,           0.0021095,          0.00066622,           0.0046342,           0.0046342,           0.0046342
                 273,            0.017167,           0.0081392,           0.0040532,             0.99749,                   1,               0.995,              0.8925,           0.0057792,            0.002083,          0.00060301,           0.0046144,           0.0046144,           0.0046144
                 274,            0.018311,           0.0078741,           0.0050241,             0.99896,                   1,               0.995,             0.89017,           0.0063336,           0.0020931,          0.00050539,           0.0045946,           0.0045946,           0.0045946
                 275,            0.019492,           0.0085904,           0.0091182,              0.9995,                   1,               0.995,             0.89169,           0.0057988,           0.0019515,          0.00048173,           0.0045748,           0.0045748,           0.0045748
                 276,            0.018221,            0.008363,            0.004582,             0.99953,                   1,               0.995,             0.89321,           0.0056404,           0.0019472,          0.00046684,            0.004555,            0.004555,            0.004555
                 277,            0.019377,           0.0086015,           0.0066736,             0.99938,                   1,               0.995,             0.89439,           0.0055805,           0.0019384,          0.00046828,           0.0045352,           0.0045352,           0.0045352
                 278,            0.016212,           0.0076379,           0.0034732,             0.99946,                   1,               0.995,             0.90054,           0.0054488,           0.0019108,           0.0004425,           0.0045154,           0.0045154,           0.0045154
                 279,            0.017227,           0.0088107,           0.0064908,             0.99944,                   1,               0.995,             0.89001,           0.0057215,           0.0019976,          0.00046947,           0.0044956,           0.0044956,           0.0044956
                 280,            0.018746,           0.0079844,           0.0065291,             0.99922,                   1,               0.995,             0.88776,           0.0058954,           0.0019968,          0.00046357,           0.0044758,           0.0044758,           0.0044758
                 281,            0.016157,           0.0075497,           0.0039798,             0.99892,                   1,               0.995,             0.89674,           0.0066304,           0.0018806,          0.00045793,            0.004456,            0.004456,            0.004456
                 282,            0.018021,           0.0079682,           0.0054846,             0.99641,             0.99959,               0.995,             0.89593,           0.0055277,           0.0018835,           0.0005037,           0.0044362,           0.0044362,           0.0044362
                 283,            0.017637,            0.008437,           0.0049979,             0.99894,                   1,               0.995,             0.89859,            0.005578,           0.0019238,           0.0004813,           0.0044164,           0.0044164,           0.0044164
                 284,            0.017815,           0.0079384,            0.003697,             0.99926,                   1,               0.995,             0.90014,           0.0063215,           0.0019178,          0.00051083,           0.0043966,           0.0043966,           0.0043966
                 285,            0.017404,           0.0078959,           0.0047964,             0.99916,                   1,               0.995,             0.89058,           0.0065926,           0.0020376,          0.00049555,           0.0043768,           0.0043768,           0.0043768
                 286,             0.01918,            0.008335,           0.0042164,             0.99932,                   1,               0.995,              0.8955,           0.0058265,           0.0019866,          0.00047587,            0.004357,            0.004357,            0.004357
                 287,            0.016616,           0.0077915,           0.0041077,             0.99903,                   1,               0.995,             0.90205,           0.0056218,           0.0019207,          0.00046534,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018196,            0.007693,           0.0088488,             0.99938,                   1,               0.995,             0.91038,           0.0061409,           0.0018716,          0.00048908,           0.0043174,           0.0043174,           0.0043174
                 289,            0.017774,           0.0080624,           0.0032879,             0.99908,                   1,               0.995,             0.89662,           0.0059511,            0.001928,          0.00056587,           0.0042976,           0.0042976,           0.0042976
                 290,              0.0187,           0.0072993,           0.0045482,              0.9988,                   1,               0.995,             0.89534,           0.0057299,           0.0019996,          0.00063715,           0.0042778,           0.0042778,           0.0042778
                 291,            0.018991,           0.0076439,           0.0039805,             0.99942,                   1,               0.995,              0.8955,           0.0055452,           0.0019648,          0.00057397,            0.004258,            0.004258,            0.004258
                 292,            0.015911,           0.0071104,           0.0056778,              0.9994,                   1,               0.995,             0.89418,           0.0051148,           0.0018983,          0.00056747,           0.0042382,           0.0042382,           0.0042382
                 293,            0.017456,            0.007819,           0.0050611,             0.99939,                   1,               0.995,             0.89399,           0.0052917,            0.001921,          0.00054315,           0.0042184,           0.0042184,           0.0042184
                 294,            0.019047,             0.00822,           0.0057303,              0.9995,                   1,               0.995,             0.90745,           0.0051884,           0.0018299,          0.00047914,           0.0041986,           0.0041986,           0.0041986
                 295,            0.018709,           0.0082708,           0.0038351,             0.99875,             0.99301,               0.995,             0.89993,           0.0057829,           0.0018561,          0.00097224,           0.0041788,           0.0041788,           0.0041788
                 296,             0.01729,           0.0085226,            0.005068,              0.9895,             0.99981,               0.995,             0.90029,           0.0057985,           0.0018509,           0.0010373,            0.004159,            0.004159,            0.004159
                 297,            0.019802,           0.0084242,           0.0043866,             0.99927,                   1,               0.995,             0.90846,           0.0054193,            0.001832,          0.00054166,           0.0041392,           0.0041392,           0.0041392
                 298,            0.019065,           0.0081903,           0.0066703,             0.99922,                   1,               0.995,             0.90541,            0.005683,            0.001845,          0.00045123,           0.0041194,           0.0041194,           0.0041194
                 299,            0.015956,           0.0077443,           0.0046689,             0.99931,                   1,               0.995,              0.8978,           0.0066013,           0.0018906,          0.00045854,           0.0040996,           0.0040996,           0.0040996
                 300,            0.020311,           0.0084519,           0.0050578,              0.9993,                   1,               0.995,             0.90176,           0.0057155,           0.0018724,          0.00045405,           0.0040798,           0.0040798,           0.0040798
                 301,            0.018815,           0.0082894,           0.0048631,              0.9993,                   1,               0.995,             0.90037,           0.0058059,           0.0019367,          0.00045609,             0.00406,             0.00406,             0.00406
                 302,            0.018245,           0.0078458,           0.0049957,             0.99936,                   1,               0.995,             0.89958,           0.0060935,           0.0018831,          0.00047869,           0.0040402,           0.0040402,           0.0040402
                 303,            0.018109,           0.0078203,           0.0031637,              0.9982,             0.99951,               0.995,             0.89774,           0.0062338,           0.0019519,          0.00049816,           0.0040204,           0.0040204,           0.0040204
                 304,            0.017786,           0.0079815,           0.0042024,             0.99918,                   1,               0.995,             0.90049,           0.0059196,           0.0019359,          0.00043334,           0.0040006,           0.0040006,           0.0040006
                 305,            0.015141,           0.0077438,           0.0052478,             0.99947,                   1,               0.995,             0.90413,           0.0057906,           0.0019288,          0.00045355,           0.0039808,           0.0039808,           0.0039808
                 306,            0.016181,           0.0077639,           0.0071287,              0.9995,                   1,               0.995,             0.91073,           0.0053291,           0.0019065,          0.00050148,            0.003961,            0.003961,            0.003961
                 307,            0.017045,           0.0082538,            0.003429,             0.99808,                   1,               0.995,             0.91035,           0.0052013,           0.0018527,          0.00054244,           0.0039412,           0.0039412,           0.0039412
                 308,            0.017114,           0.0079075,           0.0034441,             0.99944,                   1,               0.995,             0.90668,           0.0056764,           0.0018032,          0.00047974,           0.0039214,           0.0039214,           0.0039214
                 309,            0.018442,           0.0076555,           0.0045732,             0.99952,                   1,               0.995,             0.90255,           0.0054952,           0.0018393,          0.00044826,           0.0039016,           0.0039016,           0.0039016
                 310,            0.015813,           0.0078869,           0.0018725,             0.99941,                   1,               0.995,              0.8987,           0.0061159,           0.0019162,           0.0004465,           0.0038818,           0.0038818,           0.0038818
                 311,             0.01882,            0.007284,           0.0038645,             0.99948,                   1,               0.995,             0.90201,           0.0063842,           0.0019062,          0.00045942,            0.003862,            0.003862,            0.003862
                 312,            0.017795,           0.0077957,           0.0038111,             0.99944,                   1,               0.995,             0.90332,           0.0051433,           0.0018192,          0.00044742,           0.0038422,           0.0038422,           0.0038422
                 313,            0.016811,           0.0080135,           0.0031155,             0.99949,                   1,               0.995,             0.90301,           0.0050619,           0.0018177,          0.00045613,           0.0038224,           0.0038224,           0.0038224
                 314,            0.018537,           0.0073419,            0.005946,             0.99929,                   1,               0.995,             0.88432,           0.0054583,            0.001943,          0.00047751,           0.0038026,           0.0038026,           0.0038026
                 315,            0.017907,           0.0076767,           0.0048213,             0.99942,                   1,               0.995,             0.89661,           0.0051391,           0.0018636,          0.00050257,           0.0037828,           0.0037828,           0.0037828
