               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 316,            0.018089,           0.0079934,           0.0056471,             0.99945,                   1,               0.995,             0.90095,           0.0055968,           0.0018811,           0.0004934,            0.003763,            0.003763,            0.003763
                 317,            0.017688,           0.0078356,           0.0036252,             0.99902,                   1,               0.995,             0.90753,           0.0052742,           0.0018794,          0.00044166,           0.0037432,           0.0037432,           0.0037432
                 318,            0.018475,           0.0079959,           0.0032481,             0.99917,                   1,               0.995,             0.90006,           0.0053359,           0.0019152,          0.00043402,           0.0037234,           0.0037234,           0.0037234
                 319,            0.018073,           0.0077466,           0.0034591,             0.99917,                   1,               0.995,             0.89914,           0.0057567,           0.0020024,          0.00044385,           0.0037036,           0.0037036,           0.0037036
                 320,            0.017854,           0.0082365,           0.0044746,              0.9994,                   1,               0.995,             0.90336,           0.0059061,           0.0018813,          0.00043127,           0.0036838,           0.0036838,           0.0036838
                 321,            0.017625,           0.0079858,           0.0068548,             0.99939,                   1,               0.995,             0.90591,           0.0056812,           0.0018587,          0.00042095,            0.003664,            0.003664,            0.003664
                 322,            0.016655,           0.0074745,           0.0034603,              0.9995,                   1,               0.995,             0.90651,            0.005236,            0.001855,          0.00041498,           0.0036442,           0.0036442,           0.0036442
                 323,            0.016743,           0.0073787,           0.0044976,             0.99953,                   1,               0.995,             0.91083,           0.0053457,           0.0018165,          0.00041075,           0.0036244,           0.0036244,           0.0036244
                 324,            0.015582,           0.0078631,           0.0028812,             0.99949,                   1,               0.995,             0.91214,           0.0053888,           0.0018326,          0.00040197,           0.0036046,           0.0036046,           0.0036046
                 325,            0.016451,           0.0075425,            0.010406,             0.99954,                   1,               0.995,             0.91219,           0.0053438,           0.0018467,          0.00039216,           0.0035848,           0.0035848,           0.0035848
                 326,            0.017083,            0.007956,           0.0051165,             0.99952,                   1,               0.995,             0.91036,           0.0061749,           0.0018833,          0.00040161,            0.003565,            0.003565,            0.003565
                 327,            0.017367,           0.0078538,           0.0048815,             0.99952,                   1,               0.995,             0.90629,           0.0057179,           0.0019483,           0.0003941,           0.0035452,           0.0035452,           0.0035452
                 328,            0.016658,           0.0073764,           0.0043421,             0.99926,                   1,               0.995,             0.90924,           0.0054473,           0.0018972,          0.00038922,           0.0035254,           0.0035254,           0.0035254
                 329,            0.015037,           0.0071342,           0.0030917,             0.99949,                   1,               0.995,             0.89894,           0.0059764,           0.0018462,          0.00042758,           0.0035056,           0.0035056,           0.0035056
                 330,            0.016944,           0.0078783,           0.0028719,             0.99928,                   1,               0.995,             0.88889,           0.0061722,           0.0018383,          0.00047926,           0.0034858,           0.0034858,           0.0034858
                 331,            0.015904,           0.0073662,           0.0041826,             0.99339,             0.99134,             0.99496,             0.87546,           0.0065201,           0.0020416,          0.00091376,            0.003466,            0.003466,            0.003466
                 332,            0.015889,           0.0077247,           0.0040146,             0.99928,                   1,               0.995,             0.89736,           0.0056809,           0.0018297,          0.00044555,           0.0034462,           0.0034462,           0.0034462
                 333,            0.015668,           0.0069694,           0.0026231,             0.99919,                   1,               0.995,             0.90736,           0.0053429,           0.0017682,          0.00041746,           0.0034264,           0.0034264,           0.0034264
                 334,            0.016256,           0.0076448,           0.0056575,             0.99916,                   1,               0.995,             0.90964,           0.0054268,           0.0017569,          0.00041481,           0.0034066,           0.0034066,           0.0034066
                 335,             0.01558,           0.0075055,           0.0030539,             0.99912,                   1,               0.995,             0.90894,           0.0055361,            0.001805,          0.00041325,           0.0033868,           0.0033868,           0.0033868
                 336,            0.017189,            0.007771,           0.0036309,             0.99927,                   1,               0.995,             0.91056,           0.0053783,           0.0018009,          0.00041128,            0.003367,            0.003367,            0.003367
                 337,            0.016046,           0.0074443,           0.0035174,             0.99919,                   1,               0.995,             0.91227,           0.0053302,           0.0018055,           0.0004062,           0.0033472,           0.0033472,           0.0033472
                 338,             0.01656,           0.0076547,           0.0039287,             0.99946,                   1,               0.995,               0.904,           0.0057475,           0.0019223,          0.00039327,           0.0033274,           0.0033274,           0.0033274
                 339,            0.015189,           0.0073297,           0.0030582,             0.99953,                   1,               0.995,             0.90475,           0.0056435,           0.0018512,          0.00040106,           0.0033076,           0.0033076,           0.0033076
                 340,            0.016308,           0.0071309,           0.0023597,             0.99946,                   1,               0.995,             0.91423,           0.0052137,           0.0017633,           0.0004053,           0.0032878,           0.0032878,           0.0032878
                 341,            0.016349,           0.0080076,           0.0032164,             0.99948,                   1,               0.995,             0.90949,           0.0056328,           0.0017662,          0.00041041,            0.003268,            0.003268,            0.003268
                 342,            0.018087,           0.0076257,           0.0060011,             0.99949,                   1,               0.995,             0.91472,           0.0054225,           0.0017512,          0.00041331,           0.0032482,           0.0032482,           0.0032482
                 343,             0.01602,           0.0079974,           0.0021614,             0.99935,                   1,               0.995,             0.91874,           0.0052607,           0.0017254,          0.00040557,           0.0032284,           0.0032284,           0.0032284
                 344,            0.017039,           0.0077306,           0.0024603,             0.99922,                   1,               0.995,             0.92043,           0.0051089,           0.0016992,          0.00040938,           0.0032086,           0.0032086,           0.0032086
                 345,            0.015419,           0.0073976,           0.0014351,             0.99929,                   1,               0.995,             0.92871,           0.0047667,           0.0016777,           0.0004124,           0.0031888,           0.0031888,           0.0031888
                 346,             0.01546,           0.0072253,            0.003756,             0.99946,                   1,               0.995,             0.92381,           0.0052031,            0.001682,          0.00040954,            0.003169,            0.003169,            0.003169
                 347,            0.015815,           0.0072471,           0.0029487,             0.99953,                   1,               0.995,             0.91707,           0.0061419,           0.0017325,          0.00040748,           0.0031492,           0.0031492,           0.0031492
                 348,             0.01622,           0.0076741,           0.0052834,             0.99945,                   1,               0.995,             0.90779,           0.0056628,           0.0017944,          0.00040811,           0.0031294,           0.0031294,           0.0031294
                 349,            0.015561,           0.0073837,           0.0037852,             0.99942,                   1,               0.995,             0.91919,           0.0054541,           0.0017377,          0.00040433,           0.0031096,           0.0031096,           0.0031096
                 350,            0.017216,           0.0071083,           0.0024103,             0.99952,                   1,               0.995,             0.91145,           0.0055685,            0.001737,          0.00040094,           0.0030898,           0.0030898,           0.0030898
                 351,            0.015935,            0.008086,            0.004587,             0.99953,                   1,               0.995,             0.90716,           0.0057875,           0.0017939,          0.00038508,             0.00307,             0.00307,             0.00307
                 352,            0.015321,           0.0076145,           0.0031088,              0.9992,                   1,               0.995,             0.91202,            0.005145,           0.0017703,          0.00037267,           0.0030502,           0.0030502,           0.0030502
                 353,            0.015157,           0.0075551,           0.0020481,             0.99942,                   1,               0.995,             0.91661,           0.0048665,           0.0017315,          0.00035801,           0.0030304,           0.0030304,           0.0030304
                 354,            0.016652,           0.0073717,           0.0049212,             0.99938,                   1,               0.995,             0.91394,           0.0047488,           0.0017401,          0.00034119,           0.0030106,           0.0030106,           0.0030106
                 355,            0.015385,           0.0076811,           0.0019778,             0.99953,                   1,               0.995,             0.91104,           0.0047172,           0.0017532,          0.00031864,           0.0029908,           0.0029908,           0.0029908
                 356,            0.015743,           0.0079074,           0.0031027,              0.9994,                   1,               0.995,             0.91196,           0.0046454,           0.0017436,          0.00029912,            0.002971,            0.002971,            0.002971
                 357,            0.015913,           0.0074591,           0.0024645,             0.99946,                   1,               0.995,             0.91516,           0.0045088,           0.0017204,          0.00029702,           0.0029512,           0.0029512,           0.0029512
                 358,            0.015816,           0.0071379,           0.0032151,             0.99943,                   1,               0.995,             0.91645,           0.0046939,           0.0017439,           0.0003032,           0.0029314,           0.0029314,           0.0029314
                 359,            0.016491,           0.0073921,           0.0038431,             0.99953,                   1,               0.995,             0.91715,           0.0049831,           0.0017522,          0.00030067,           0.0029116,           0.0029116,           0.0029116
                 360,             0.01578,           0.0071303,           0.0047367,             0.99942,                   1,               0.995,             0.91642,           0.0047443,           0.0018035,          0.00030326,           0.0028918,           0.0028918,           0.0028918
                 361,            0.014233,           0.0074514,           0.0019214,             0.99956,                   1,               0.995,             0.91268,           0.0046943,           0.0017798,          0.00030264,            0.002872,            0.002872,            0.002872
                 362,            0.016702,           0.0073923,           0.0041627,             0.99943,                   1,               0.995,               0.916,           0.0048141,           0.0017561,           0.0003118,           0.0028522,           0.0028522,           0.0028522
                 363,            0.015114,           0.0077465,           0.0037096,             0.99936,                   1,               0.995,             0.91074,           0.0053742,           0.0017529,          0.00033279,           0.0028324,           0.0028324,           0.0028324
                 364,            0.014125,           0.0069008,           0.0046233,             0.99942,                   1,               0.995,             0.90906,           0.0051618,           0.0017597,          0.00034662,           0.0028126,           0.0028126,           0.0028126
                 365,            0.013524,           0.0069978,           0.0040243,             0.99952,                   1,               0.995,             0.90512,           0.0049448,           0.0018878,           0.0003334,           0.0027928,           0.0027928,           0.0027928
                 366,            0.016415,           0.0077817,           0.0031583,             0.99957,                   1,               0.995,             0.91108,           0.0049211,           0.0018541,           0.0003168,            0.002773,            0.002773,            0.002773
                 367,            0.014613,           0.0068577,           0.0028892,             0.99953,                   1,               0.995,             0.91994,           0.0048138,           0.0017122,          0.00030871,           0.0027532,           0.0027532,           0.0027532
                 368,            0.013995,           0.0072908,           0.0037198,             0.99948,                   1,               0.995,             0.92291,           0.0048279,           0.0017377,          0.00030117,           0.0027334,           0.0027334,           0.0027334
                 369,            0.014004,           0.0072657,           0.0016969,             0.99926,                   1,               0.995,             0.92169,           0.0048281,           0.0017463,          0.00029227,           0.0027136,           0.0027136,           0.0027136
                 370,            0.015262,           0.0070715,           0.0055903,             0.99937,                   1,               0.995,             0.92188,           0.0044997,           0.0017183,          0.00029278,           0.0026938,           0.0026938,           0.0026938
                 371,            0.014727,           0.0071436,           0.0020823,             0.99952,                   1,               0.995,             0.91706,           0.0045818,           0.0017145,          0.00028211,            0.002674,            0.002674,            0.002674
                 372,            0.015652,           0.0075779,           0.0023151,             0.99953,                   1,               0.995,             0.91334,           0.0045945,           0.0016866,          0.00027824,           0.0026542,           0.0026542,           0.0026542
                 373,             0.01648,           0.0069462,           0.0040743,              0.9994,                   1,               0.995,             0.91497,           0.0047136,           0.0016706,          0.00027845,           0.0026344,           0.0026344,           0.0026344
                 374,            0.014399,           0.0072955,           0.0018262,             0.99933,                   1,               0.995,             0.91964,           0.0045533,           0.0016671,          0.00027375,           0.0026146,           0.0026146,           0.0026146
                 375,            0.015308,           0.0070439,           0.0027403,             0.99934,                   1,               0.995,             0.92034,           0.0052185,           0.0016837,          0.00025899,           0.0025948,           0.0025948,           0.0025948
                 376,            0.015179,           0.0073161,           0.0027188,             0.99952,                   1,               0.995,             0.91822,            0.005492,           0.0017144,          0.00024822,            0.002575,            0.002575,            0.002575
                 377,            0.014098,           0.0072246,           0.0022299,              0.9994,                   1,               0.995,             0.91577,           0.0052219,           0.0017502,          0.00025106,           0.0025552,           0.0025552,           0.0025552
                 378,            0.016057,           0.0067539,           0.0015525,             0.99949,                   1,               0.995,             0.92023,            0.004763,           0.0017559,          0.00024997,           0.0025354,           0.0025354,           0.0025354
                 379,            0.015423,            0.007627,            0.001788,             0.99951,                   1,               0.995,             0.91983,           0.0049955,           0.0017376,          0.00024454,           0.0025156,           0.0025156,           0.0025156
                 380,            0.017149,           0.0069958,           0.0023717,             0.99943,                   1,               0.995,             0.92362,           0.0047346,           0.0017041,          0.00022932,           0.0024958,           0.0024958,           0.0024958
                 381,            0.014606,           0.0070428,           0.0011955,             0.99953,                   1,               0.995,             0.92398,           0.0043985,              0.0017,           0.0002228,            0.002476,            0.002476,            0.002476
                 382,            0.016686,           0.0068131,           0.0036759,             0.99943,                   1,               0.995,             0.92096,           0.0044791,           0.0016945,          0.00020865,           0.0024562,           0.0024562,           0.0024562
                 383,            0.014597,           0.0074177,           0.0018887,             0.99956,                   1,               0.995,             0.92024,           0.0048745,           0.0016754,          0.00019176,           0.0024364,           0.0024364,           0.0024364
                 384,             0.01572,           0.0071903,           0.0024955,             0.99918,                   1,               0.995,             0.91958,           0.0050047,           0.0016426,          0.00018041,           0.0024166,           0.0024166,           0.0024166
                 385,            0.015035,           0.0073173,           0.0030129,             0.99915,                   1,               0.995,             0.91852,           0.0051411,           0.0016324,          0.00017555,           0.0023968,           0.0023968,           0.0023968
                 386,            0.016049,           0.0074654,           0.0016351,             0.99928,                   1,               0.995,             0.90302,           0.0054638,           0.0017212,          0.00017991,            0.002377,            0.002377,            0.002377
                 387,            0.016159,           0.0067063,           0.0013995,              0.9989,                   1,               0.995,             0.91216,           0.0050142,           0.0016763,          0.00017882,           0.0023572,           0.0023572,           0.0023572
                 388,            0.013704,           0.0066917,           0.0021676,             0.99912,                   1,               0.995,             0.91275,           0.0048929,            0.001694,          0.00017139,           0.0023374,           0.0023374,           0.0023374
                 389,            0.014535,           0.0069471,           0.0017349,             0.99901,                   1,               0.995,             0.92126,           0.0045512,           0.0016782,          0.00015499,           0.0023176,           0.0023176,           0.0023176
                 390,            0.014993,           0.0074508,           0.0030798,             0.99931,                   1,               0.995,             0.91857,           0.0048082,           0.0016956,           0.0001455,           0.0022978,           0.0022978,           0.0022978
                 391,            0.014461,           0.0069284,           0.0021317,             0.99921,                   1,               0.995,             0.92354,           0.0047708,           0.0017024,          0.00014016,            0.002278,            0.002278,            0.002278
                 392,            0.014511,           0.0065848,           0.0011885,             0.99925,                   1,               0.995,             0.91936,           0.0046705,           0.0017709,          0.00013268,           0.0022582,           0.0022582,           0.0022582
                 393,            0.013836,           0.0072479,           0.0030771,             0.99915,                   1,               0.995,             0.92437,           0.0044938,           0.0017683,          0.00012616,           0.0022384,           0.0022384,           0.0022384
                 394,            0.015635,           0.0068849,           0.0018647,             0.99914,                   1,               0.995,             0.92522,           0.0042871,            0.001725,          0.00012359,           0.0022186,           0.0022186,           0.0022186
                 395,            0.013413,           0.0069312,           0.0020718,             0.99916,                   1,               0.995,             0.92821,           0.0046948,           0.0016888,          0.00012227,           0.0021988,           0.0021988,           0.0021988
                 396,            0.014568,           0.0072089,           0.0019969,             0.99932,                   1,               0.995,             0.92577,           0.0049977,           0.0016268,          0.00011611,            0.002179,            0.002179,            0.002179
                 397,            0.014912,           0.0067885,           0.0013265,             0.99926,                   1,               0.995,             0.92255,           0.0052396,           0.0016499,          0.00011487,           0.0021592,           0.0021592,           0.0021592
                 398,            0.013042,           0.0072308,           0.0018342,             0.99933,                   1,               0.995,             0.92921,           0.0048145,           0.0016775,          0.00011728,           0.0021394,           0.0021394,           0.0021394
                 399,            0.014886,            0.007252,           0.0018666,             0.99925,                   1,               0.995,             0.92931,           0.0044837,           0.0016751,          0.00011453,           0.0021196,           0.0021196,           0.0021196
                 400,            0.013608,           0.0071585,           0.0016414,             0.99942,                   1,               0.995,             0.92624,           0.0050429,           0.0016857,          0.00011032,           0.0020998,           0.0020998,           0.0020998
                 401,            0.014624,           0.0074928,           0.0030567,             0.99927,                   1,               0.995,             0.92541,           0.0047454,           0.0017043,          0.00010707,             0.00208,             0.00208,             0.00208
                 402,             0.01483,           0.0070839,           0.0027873,             0.99934,                   1,               0.995,              0.9257,           0.0045476,            0.001682,          0.00010305,           0.0020602,           0.0020602,           0.0020602
                 403,             0.01394,           0.0071205,           0.0023713,             0.99932,                   1,               0.995,             0.92566,           0.0046168,           0.0016808,          0.00010055,           0.0020404,           0.0020404,           0.0020404
                 404,            0.013105,           0.0071173,           0.0012164,             0.99937,                   1,               0.995,             0.92477,           0.0044637,           0.0017093,          9.8869e-05,           0.0020206,           0.0020206,           0.0020206
                 405,             0.01325,           0.0071913,           0.0020785,             0.99929,                   1,               0.995,             0.92597,           0.0044034,            0.001715,          9.8048e-05,           0.0020008,           0.0020008,           0.0020008
                 406,            0.012002,           0.0070168,           0.0016951,             0.99931,                   1,               0.995,             0.92758,           0.0045031,           0.0016967,          0.00011317,            0.001981,            0.001981,            0.001981
                 407,            0.014147,           0.0065234,           0.0017766,             0.99946,                   1,               0.995,             0.92415,            0.004455,           0.0016825,          0.00010015,           0.0019612,           0.0019612,           0.0019612
                 408,            0.013288,           0.0069072,           0.0026091,              0.9995,                   1,               0.995,             0.92186,           0.0045625,           0.0017088,          8.5108e-05,           0.0019414,           0.0019414,           0.0019414
                 409,            0.014028,           0.0069631,           0.0020225,             0.99952,                   1,               0.995,             0.92563,           0.0045054,           0.0017078,          8.0443e-05,           0.0019216,           0.0019216,           0.0019216
                 410,            0.014254,           0.0071499,            0.001538,             0.99938,                   1,               0.995,             0.92209,           0.0045597,           0.0016914,          7.4822e-05,           0.0019018,           0.0019018,           0.0019018
                 411,            0.015699,           0.0071524,           0.0031708,             0.99926,                   1,               0.995,             0.92007,           0.0045999,           0.0017115,          7.4859e-05,            0.001882,            0.001882,            0.001882
                 412,               0.015,           0.0062583,           0.0027253,             0.99919,                   1,               0.995,             0.92308,           0.0043646,            0.001703,          7.5878e-05,           0.0018622,           0.0018622,           0.0018622
                 413,            0.013629,           0.0069743,             0.00138,             0.99908,                   1,               0.995,             0.92412,           0.0049362,           0.0017219,          7.4773e-05,           0.0018424,           0.0018424,           0.0018424
                 414,            0.014314,           0.0068248,           0.0027844,             0.99917,                   1,               0.995,              0.9257,           0.0049054,            0.001715,          7.0751e-05,           0.0018226,           0.0018226,           0.0018226
                 415,             0.01444,           0.0069597,           0.0015502,              0.9994,                   1,               0.995,             0.92757,           0.0049836,           0.0016768,          6.6881e-05,           0.0018028,           0.0018028,           0.0018028
                 416,            0.013805,           0.0070666,           0.0010022,              0.9992,                   1,               0.995,             0.92624,           0.0045112,           0.0017056,           6.382e-05,            0.001783,            0.001783,            0.001783
                 417,            0.014965,           0.0071739,           0.0031486,             0.99921,                   1,               0.995,             0.92578,           0.0043412,           0.0017325,          6.3648e-05,           0.0017632,           0.0017632,           0.0017632
                 418,            0.013716,           0.0068148,           0.0016116,             0.99928,                   1,               0.995,             0.92495,           0.0043805,           0.0017151,          6.0292e-05,           0.0017434,           0.0017434,           0.0017434
                 419,             0.01448,            0.006815,           0.0025773,             0.99921,                   1,               0.995,             0.92516,           0.0044524,           0.0016688,          5.7554e-05,           0.0017236,           0.0017236,           0.0017236
                 420,            0.013051,           0.0073184,           0.0020921,             0.99928,                   1,               0.995,             0.92528,           0.0044128,           0.0016737,          6.0982e-05,           0.0017038,           0.0017038,           0.0017038
                 421,            0.014738,           0.0068758,           0.0013782,             0.99913,                   1,               0.995,             0.92763,           0.0046059,           0.0016745,          6.4019e-05,            0.001684,            0.001684,            0.001684
                 422,            0.014502,            0.007013,           0.0028644,             0.99897,                   1,               0.995,              0.9206,           0.0045483,           0.0017114,          6.6469e-05,           0.0016642,           0.0016642,           0.0016642
                 423,             0.01304,           0.0067315,           0.0027176,             0.99913,                   1,               0.995,             0.91936,           0.0045595,           0.0017073,          6.4638e-05,           0.0016444,           0.0016444,           0.0016444
                 424,            0.012703,           0.0071352,           0.0014383,             0.99921,                   1,               0.995,             0.92428,           0.0044016,            0.001699,           6.263e-05,           0.0016246,           0.0016246,           0.0016246
                 425,            0.012612,           0.0077135,          0.00092338,             0.99919,                   1,               0.995,             0.93007,           0.0044142,           0.0016642,          5.7551e-05,           0.0016048,           0.0016048,           0.0016048
                 426,            0.014765,            0.006832,           0.0011339,             0.99911,                   1,               0.995,             0.93075,           0.0043967,           0.0016592,          5.2235e-05,            0.001585,            0.001585,            0.001585
                 427,            0.012185,           0.0065689,           0.0017729,             0.99917,                   1,               0.995,             0.92608,           0.0043302,           0.0016822,          4.9642e-05,           0.0015652,           0.0015652,           0.0015652
                 428,            0.012938,           0.0071781,           0.0015724,              0.9993,                   1,               0.995,             0.92536,           0.0043717,           0.0017082,          4.6365e-05,           0.0015454,           0.0015454,           0.0015454
                 429,            0.013589,           0.0066057,           0.0014832,             0.99922,                   1,               0.995,             0.92802,           0.0042922,           0.0017017,          4.3496e-05,           0.0015256,           0.0015256,           0.0015256
                 430,            0.014108,            0.007229,           0.0015591,             0.99914,                   1,               0.995,             0.92526,            0.004319,           0.0016819,          4.1958e-05,           0.0015058,           0.0015058,           0.0015058
                 431,            0.013342,           0.0067788,            0.001549,             0.99922,                   1,               0.995,             0.92556,           0.0043792,           0.0016795,          4.0214e-05,            0.001486,            0.001486,            0.001486
                 432,            0.012842,           0.0070431,            0.001192,             0.99918,                   1,               0.995,             0.93105,           0.0043794,           0.0016812,          3.9637e-05,           0.0014662,           0.0014662,           0.0014662
                 433,            0.014594,            0.006955,           0.0017683,             0.99901,                   1,               0.995,             0.92818,           0.0042773,           0.0016821,           3.998e-05,           0.0014464,           0.0014464,           0.0014464
                 434,             0.01299,           0.0066292,           0.0010657,              0.9991,                   1,               0.995,             0.93158,           0.0042588,           0.0016984,           3.846e-05,           0.0014266,           0.0014266,           0.0014266
                 435,            0.012827,           0.0069096,           0.0021625,             0.99902,                   1,               0.995,              0.9284,           0.0043253,           0.0017217,          3.6722e-05,           0.0014068,           0.0014068,           0.0014068
                 436,            0.011851,           0.0068028,          0.00089162,             0.99912,                   1,               0.995,             0.92935,           0.0042895,           0.0017227,          3.4708e-05,            0.001387,            0.001387,            0.001387
                 437,            0.013675,           0.0074514,           0.0023007,             0.99932,                   1,               0.995,             0.93211,           0.0042622,           0.0017157,          3.2223e-05,           0.0013672,           0.0013672,           0.0013672
                 438,            0.012032,           0.0067234,           0.0022055,             0.99931,                   1,               0.995,             0.93339,            0.004198,           0.0016861,          2.8707e-05,           0.0013474,           0.0013474,           0.0013474
                 439,            0.012897,            0.006788,          0.00092707,             0.99911,                   1,               0.995,             0.93695,           0.0040878,           0.0016759,          2.7614e-05,           0.0013276,           0.0013276,           0.0013276
                 440,            0.013832,           0.0065602,           0.0014881,              0.9991,                   1,               0.995,             0.93373,           0.0042307,           0.0017156,          2.7509e-05,           0.0013078,           0.0013078,           0.0013078
                 441,            0.012841,           0.0070865,          0.00097201,             0.99935,                   1,               0.995,             0.93327,           0.0044519,           0.0016871,          2.5731e-05,            0.001288,            0.001288,            0.001288
                 442,            0.013076,           0.0069621,           0.0047084,             0.99939,                   1,               0.995,             0.93135,           0.0045175,           0.0016845,          2.3238e-05,           0.0012682,           0.0012682,           0.0012682
                 443,            0.012306,           0.0066702,          0.00085359,             0.99927,                   1,               0.995,             0.92795,           0.0045616,           0.0016948,          2.1992e-05,           0.0012484,           0.0012484,           0.0012484
                 444,            0.011859,           0.0071832,           0.0013025,              0.9992,                   1,               0.995,             0.93086,           0.0047972,           0.0017038,          2.2273e-05,           0.0012286,           0.0012286,           0.0012286
                 445,            0.012356,           0.0067226,           0.0016379,             0.99906,                   1,               0.995,             0.93074,           0.0044917,            0.001684,          2.0847e-05,           0.0012088,           0.0012088,           0.0012088
                 446,             0.01616,           0.0066563,           0.0014357,             0.99926,                   1,               0.995,             0.93149,           0.0043964,           0.0016658,          1.9457e-05,            0.001189,            0.001189,            0.001189
                 447,            0.012016,           0.0070862,           0.0023944,              0.9993,                   1,               0.995,             0.93128,           0.0043579,           0.0016723,          2.0296e-05,           0.0011692,           0.0011692,           0.0011692
                 448,            0.012003,           0.0071813,           0.0012811,             0.99904,                   1,               0.995,             0.93016,           0.0046235,           0.0016821,          1.7324e-05,           0.0011494,           0.0011494,           0.0011494
                 449,             0.01258,           0.0065691,           0.0010761,             0.99903,                   1,               0.995,              0.9356,           0.0045653,           0.0016695,          1.5815e-05,           0.0011296,           0.0011296,           0.0011296
                 450,            0.011778,           0.0066772,           0.0012496,             0.99912,                   1,               0.995,             0.93125,           0.0045583,           0.0016583,          1.5729e-05,           0.0011098,           0.0011098,           0.0011098
                 451,            0.013122,           0.0068122,           0.0010438,             0.99909,                   1,               0.995,             0.93082,           0.0045327,            0.001647,          1.6016e-05,             0.00109,             0.00109,             0.00109
                 452,            0.014728,           0.0068964,           0.0010121,             0.99897,                   1,               0.995,             0.93567,           0.0044844,           0.0016487,          1.7515e-05,           0.0010702,           0.0010702,           0.0010702
                 453,            0.012408,            0.007059,           0.0011631,             0.99901,                   1,               0.995,             0.93854,            0.004435,           0.0016701,          1.7788e-05,           0.0010504,           0.0010504,           0.0010504
                 454,            0.013272,           0.0062651,           0.0010576,             0.99912,                   1,               0.995,             0.93674,            0.004402,           0.0017002,          1.7891e-05,           0.0010306,           0.0010306,           0.0010306
                 455,            0.012384,           0.0066108,          0.00052864,              0.9992,                   1,               0.995,             0.93535,           0.0043571,           0.0016796,          1.5634e-05,           0.0010108,           0.0010108,           0.0010108
                 456,            0.013182,           0.0063049,           0.0033195,             0.99919,                   1,               0.995,              0.9363,           0.0044189,           0.0016593,           1.421e-05,            0.000991,            0.000991,            0.000991
                 457,             0.01173,           0.0071226,           0.0010603,             0.99917,                   1,               0.995,             0.93889,           0.0045488,           0.0016522,           1.255e-05,           0.0009712,           0.0009712,           0.0009712
                 458,            0.013697,           0.0062913,            0.001396,             0.99912,                   1,               0.995,              0.9369,           0.0046267,           0.0016767,          1.1872e-05,           0.0009514,           0.0009514,           0.0009514
                 459,            0.011836,           0.0065997,          0.00068606,             0.99912,                   1,               0.995,             0.93865,           0.0044728,           0.0016672,          1.1311e-05,           0.0009316,           0.0009316,           0.0009316
                 460,            0.012371,           0.0063382,          0.00078788,             0.99917,                   1,               0.995,              0.9381,           0.0045023,           0.0016543,          1.1305e-05,           0.0009118,           0.0009118,           0.0009118
                 461,            0.013217,           0.0065115,           0.0016527,             0.99914,                   1,               0.995,             0.93838,           0.0044435,             0.00165,          1.1065e-05,            0.000892,            0.000892,            0.000892
                 462,             0.01243,           0.0064339,           0.0023642,             0.99921,                   1,               0.995,             0.93678,           0.0044817,           0.0016525,          1.0941e-05,           0.0008722,           0.0008722,           0.0008722
                 463,            0.012862,           0.0069087,          0.00081112,             0.99908,                   1,               0.995,             0.93677,           0.0044231,           0.0016481,          1.1123e-05,           0.0008524,           0.0008524,           0.0008524
                 464,            0.013192,           0.0069761,           0.0019165,             0.99908,                   1,               0.995,             0.93454,           0.0042968,           0.0016514,          1.0865e-05,           0.0008326,           0.0008326,           0.0008326
                 465,             0.01199,           0.0064019,           0.0014473,             0.99911,                   1,               0.995,             0.93575,           0.0043137,           0.0016412,          1.0111e-05,           0.0008128,           0.0008128,           0.0008128
                 466,            0.012885,           0.0067915,           0.0045963,             0.99912,                   1,               0.995,             0.93615,            0.004372,           0.0016304,          1.0286e-05,            0.000793,            0.000793,            0.000793
                 467,            0.013984,           0.0065729,           0.0019386,             0.99908,                   1,               0.995,             0.93685,           0.0042613,           0.0016219,          9.7646e-06,           0.0007732,           0.0007732,           0.0007732
                 468,            0.013018,           0.0064226,           0.0010053,             0.99906,                   1,               0.995,             0.93809,           0.0042391,           0.0016216,          9.6035e-06,           0.0007534,           0.0007534,           0.0007534
                 469,            0.012794,           0.0062385,          0.00088681,             0.99915,                   1,               0.995,             0.93495,           0.0042529,           0.0016458,          8.7793e-06,           0.0007336,           0.0007336,           0.0007336
                 470,            0.012494,            0.006469,          0.00093697,              0.9992,                   1,               0.995,             0.93305,           0.0043504,           0.0016788,          8.5694e-06,           0.0007138,           0.0007138,           0.0007138
                 471,            0.011308,           0.0063967,          0.00063877,             0.99908,                   1,               0.995,             0.93055,           0.0044444,           0.0016653,          7.8764e-06,            0.000694,            0.000694,            0.000694
                 472,             0.01302,           0.0066473,          0.00089811,               0.999,                   1,               0.995,             0.93286,           0.0044806,           0.0016604,          7.6991e-06,           0.0006742,           0.0006742,           0.0006742
                 473,            0.012441,           0.0065454,           0.0014445,             0.99907,                   1,               0.995,             0.93721,           0.0043554,           0.0016602,          7.5544e-06,           0.0006544,           0.0006544,           0.0006544
                 474,            0.013927,           0.0064913,           0.0013841,             0.99909,                   1,               0.995,             0.93733,           0.0042469,           0.0016544,          7.6258e-06,           0.0006346,           0.0006346,           0.0006346
